V160001,dislikeDems,rephatesdems,demhatesreps
406002,They cause divisions trying to win elections,1,0
406017,The democratic party wants to make the US a socialist countr,1,0
406023,They are too passive aggressive. they dont do much good.,1,0
406058,There to liberial,1,0
406073,Provide money to those who choose not to work,1,0
406081,They are not the original Democratic Party anymore,1,0
406084,"Pro-choice, fiscal nonsense, poor foreign policy",1,0
406094,Globalist-Progressive agenda,1,0
406098,Honesty,1,0
406110,stick together no matter the evidence of corruption on HRC,1,0
406114,everthing,1,0
406138,they are progressives,1,0
406164,,1,0
406167,Fiscally irresponsible. Spend way more than necessary,1,0
406174,So liberal that even JFK would have difficulty being elected,1,0
406186,spending my money,1,0
406203,"High taxes, not tough enough on terrorism",1,0
406212,too libereral,1,0
406218,"They favor abortion, gay marriage, too liberal",1,0
406221,spending and increasing the debt.,1,0
406227,too much regulation,1,0
406234,,1,0
406235,Socialistic,1,0
406238,,1,0
406240,dishonesty,1,0
406249,welfare system,1,0
406253,Economics,1,0
406259,"Healthcare reform,",1,0
406271,They have Clinton for pres. candidate,1,0
406288,too liberal,1,0
406305,socialism has never worked,1,0
406318,too much support for the lazy non responsible adults,1,0
406329,Do not perform their job properly or effectively,1,0
406336,"too socialist, and the desire to expand government",1,0
406337,,1,0
406354,"gay rights, lack faith based initiatives, abortion, healthca",1,0
406369,Obamas and Clintons  LIARS,1,0
406371,,1,0
406374,,1,0
406376,crooked,1,0
406404,,1,0
406405,liberalism,1,0
406409,They believe people should be given everything for free,1,0
406420,Complete lack of cooperation across the aisle.,1,0
406421,too liberal,1,0
406425,the mess they have created in the US,1,0
406433,borrow and spend,1,0
406436,,1,0
406458,I've never been for Democratic Party.,1,0
406479,Support giving too much away doesn't help the economy,1,0
406495,I DONT LIKE THEIR VIEW ON CERTAIN THINGS,1,0
406502,Insults intelligence.  Calls republicans racists if disagree,1,0
406528,,1,0
406538,"pro abortion, gay 'marriage', godless",1,0
406544,their over all policies,1,0
406552,There candidate seems a bit more rational than the republica,1,0
406559,Too much Free stuff they want to give to people,1,0
406576,,1,0
406585,Waste money. To focused on the non working class.,1,0
406587,Liberalism,1,0
406592,Make everyone pay for everyone else.,1,0
406596,Can pinpoint single reason,1,0
406608,"nterfereing with healthcare, tax dollars towards welfare.",1,0
406610,Progressive policies,1,0
406616,Liberal policies,1,0
406617,,1,0
406621,Healthcare,1,0
406635,takin from wealthy to give to the poor,1,0
406636,Put the US in deplorable debt..bad health care etc,1,0
406646,Tax policy!  And the general drift towards socialism.,1,0
406652,TO LIBERAL,1,0
406657,Too much support for welfare and giving away taxpayers money,1,0
406658,,1,0
406680,BIG government,1,0
406699,pulling nation into socialism,1,0
406705,Too much government regulation and health care,1,0
406711,On track for socialism/marxism,1,0
406715,"Pro abortion, limiting religious rights",1,0
406723,"the clintons, obama, ect.",1,0
406732,"fit workers abusing social programs, over taxing wealthy",1,0
406746,History will repeat itself and that is not good,1,0
406749,Big government and socialism,1,0
406756,"Obama care ,refugees,handouts",1,0
406758,Big government,1,0
406759,I am a republican...enough said,1,0
406763,Lies,1,0
406768,too liberal,1,0
406784,They are not tranparant!,1,0
406806,Their shift away from the constitution. Extreme liberal bias,1,0
406814,catering to blacks to get their votes,1,0
406818,hidden socialism,1,0
406823,Pro choice.want more gun control.Obamacare is a disaster.,1,0
406830,,1,0
406837,very liberal and has no morals,1,0
406841,"leaning socialist, do not respect Constitution or citizens",1,0
406843,,1,0
406848,too far left,1,0
406852,support of welfare state,1,0
406882,international policy,1,0
406894,FOR ABORTION,1,0
406905,,1,0
406910,big government and big spending,1,0
406914,Obamacare,1,0
406926,"anti-capitalism, anti-american, pro-big govt",1,0
406949,,1,0
406955,,1,0
406967,lack of interest in good border control,1,0
406970,"too much welfare,give away and intrusion into our lives",1,0
406973,They pretend to care about people just to get their votes.,1,0
406989,,1,0
406993,Too many handouts,1,0
406998,The obamacare that raised prices and cover less than before.,1,0
407013,Hillary Clinton,1,0
407019,FORGOT THE PEOPLE,1,0
407037,Too much Fed Govt control on us,1,0
407071,Negative Principles,1,0
407076,,1,0
407085,Too political...no accountability on spending,1,0
407086,Gun Safety,1,0
407105,Pro-choice stance. Focus on bigger Government and control.,1,0
407109,,1,0
407122,,1,0
407123,I disagree with most of the viewpoints of the Democratic par,1,0
407124,They are on path to socialism.,1,0
407138,They work for the party and not America,1,0
407143,Their corrupt internal system,1,0
407154,La politica exterior,1,0
407163,,1,0
407164,,1,0
407169,tx,1,0
407187,Too many freebies,1,0
407192,,1,0
407203,"supports gay/lesbian,expansive social welfare programs",1,0
407211,Liars are spend and increase taxes,1,0
407213,,1,0
407215,,1,0
407223,tax and spend,1,0
407231,everything,1,0
407236,,1,0
407240,They have a liar representing them,1,0
407242,"Entitlements, high taxes, free this and free that, etc.",1,0
407262,Over spending. Too many handouts.,1,0
407269,Not doing good job,1,0
407272,"Give lazy people, take away from old and vets",1,0
407275,"What they stand for, everything, shady and manipulative",1,0
407298,Abortion and gun laws,1,0
407319,pander to too many groups,1,0
407321,"inability to deal with terrorism, lying to american ppl",1,0
407353,i don't like the policies they put in place,1,0
407355,N/A,1,0
407373,,1,0
407392,Their keynesian economic philosophies,1,0
407396,dishonesty,1,0
407407,"Health care, gun control",1,0
407409,the look out for mostly the poor and take from the working,1,0
407414,,1,0
407430,Too liberal and left wing.  Too many handouts,1,0
407434,needs more Christians in it,1,0
407436,they act like they are for the people,1,0
407442,Not trustworthy,1,0
407449,"pandoring for black vote, liberal attitudes",1,0
407456,their responses on the policis concerning immigration and t,1,0
407479,They have ruined our country,1,0
407492,It is very liberal and is destroying the values of the USA.,1,0
407496,,1,0
407503,Not so much Christian values. The believe in abortion,1,0
407506,,1,0
407521,they are not for the poor people of the country,1,0
407529,,1,0
407533,TOO MUCH GOVERMENT,1,0
407539,Their whole election system is rigged,1,0
407549,Social Welfare and immigration issues,1,0
407550,,1,0
407554,crooks,1,0
407562,The media covers for them constantly. No fairness.,1,0
407565,same as replublicans both crooked,1,0
407566,,1,0
407568,they want too much government control,1,0
407576,they lie  period,1,0
407580,"dishonesty, care only for themselves & don't care for the pe",1,0
407586,pro-abortion,1,0
407594,old guard no options,1,0
407597,,1,0
407600,,1,0
407609,Government waste and mindless spending,1,0
407610,they suport the gays way of life,1,0
407617,liberal,1,0
407624,,1,0
407645,"Sneaky, liars, socialists, communists",1,0
407647,Their penchant to spend money we don't have in ways we can't,1,0
407651,"Corruption, lies, deciet NWO",1,0
407655,abortion,1,0
407660,"liberal, religious issues, abortion,2nd ammendment...",1,0
407666,Suck,1,0
407677,everything-lack of values,1,0
407692,TO LIBERAL,1,0
407696,Its values are contrary to God's,1,0
407697,,1,0
407700,"kowtowing,giveaway programs,wasting $on college. vs. k-12",1,0
407704,Anti-constitution,1,0
407707,"abortion,  lack of religious liberty",1,0
407709,"Too liberal, too many free programs",1,0
407712,Denial/ Ability to support chronic liar,1,0
407716,I think they are basically disconnected from the constitutio,1,0
407717,Corruption,1,0
407721,,1,0
407724,Existing policies esp. related to health care,1,0
407732,Giving to much to immigrants,1,0
407743,Their attempts to control the people,1,0
407757,Very corrupt,1,0
407764,TO MUCH GOVERNMENT,1,0
407767,liberalism is the first step to communism.,1,0
407770,Too liberal,1,0
407771,economy,1,0
407800,,1,0
300003,,0,0
300006,,0,1
300008,,0,1
300012,"The dishonesty. I just feel that they are in it for themselves, they're own gain. It's just for their own ain. They seem very elitist. It's almost like what can I get out of this, whatever they're doing. catastrophes with foreign policy. Their position policy on open borders is horrible.//",0,1
300020,,0,0
300023,,0,1
300030,"they are not for the middle class anymore like they used to be, and the workers, used to be strong party for the workers but they dont practice what they preach anymore//",0,0
300034,They don't take into account that they're are republicans that are faithful.,0,1
300038,,0,0
300039,Sometimes they are too wishy-washy//Kind of like any political party they are too beholden to some of their special interest as opposed to looking at something objectively,0,1
300041,,0,1
300047,,0,0
300051,,0,0
300053,"trust i dont trust a lot of the leader// the way the handled the war in rak, and the health in support of Obama Care//",0,0
300056,,0,0
300058,Sometimes not progressive enough//,0,1
300059,so many things//just the way the country is moving//,0,0
300062,All or nothing on ideas/,0,0
300082,all politicans,0,1
300085,,0,1
300093,,0,0
300094,They sometime can be too libral,0,1
300100,,0,1
300107,support a welfare system that enables people to depend on welfare system//they spend too much money on programs//they dont play nice with the repubs,0,1
300109,,0,0
300113,NATA might have been a mistake,0,1
300116,,0,0
300119,,0,1
300121,Pro-choice,0,1
300131,"RElated to recent news, at the Democratic convention when the head of the Democratic Party had to step down.//",0,1
300135,"I don't like so much that the governmnet wants to interfer with econmy stimulus, I thnk that things will work itself out.//",0,0
300136,,0,0
300137,,0,1
300140,"I think like both parties, they put forth really good promises, but they also have their issues in being organized and following through.//",0,1
300143,,0,1
300144,lying about texts and emails,0,1
300146,,0,0
300150,,0,1
300151,"i think there are fanatics in the demo party, that go too far in their hate for government, i feel like they , i realize that they do waste a lot of my tax dollars\\",0,1
300152,they also could work across the isl;e,0,1
300154,"makes me feel like they get rid  welfare, and SNAP that single parents need to survive",0,0
300155,Gun Control//,0,1
300161,THERE IS NOT MUCH SUPPORT FOR THE MINORITY IS MORE FOR THE PEOPLE WITH HIGH INCOME.//,0,0
300165,,0,1
300168,,0,1
300169,,0,1
300170,,0,1
300171,RACES//,0,0
300175,their sneaky ways or candestin attitudes toward politics// and their inabilitly to have a strong push toward their values they are just coasting on the values// strong leadership to get things done,0,1
300176,,0,0
300177,,0,1
300180,doesnt like the healthcare fine for those who are uninsured,0,0
300181,i think they can make some better choicess//,0,0
300182,That they say one thing and later on they disapprove what they say about something.//,0,1
300184,They've have to find new and innovative ways to address many of the problems that they've been champions for for the last fifty years.//,0,1
300185,big government,0,1
300186,"they are unwilling to compromise. on either party, \\",0,1
300188,"corruptioon, I think theyre corrupt.//",0,0
300198,,0,1
300200,,0,0
300204,The possibility of corruption/,0,1
300209,,0,0
300212,,0,0
300215,,0,1
300222,,0,1
300224,Lack of focus on fiscal topics.,0,1
300227,,0,0
300228,,0,1
300232,,0,0
300234,,0,1
300235,Their fiscal,0,0
300237,"can be sarcastic,//",0,1
300238,,0,0
300245,,0,0
300246,"Sometimes they can be a little too far to the left. I will say that sometimes, how do I want to put this, I dont know how to explain it but sometimes they tend to attack without really getting all the information but I think that would be the same for either party. A lot of times they try to blame people and they tend to complain a lot. without really understanding or being realistic.//",0,1
300248,"THEY'RE NOT FOR INFORCING IMMIGRANTS, THE REFUGEES FRO SERIA, FOR THE BLACK, GIVING THEM EVERTHING, SANCTUARY CITIES//",0,0
300252,I think we could be a little more organized. Sometimes we see splitting among each other. Be better if they were more united and on same page/,0,0
300254,,0,1
300256,voter fraud,0,0
300264,I think they are spending more and on elections and it really irritates me and the constant fund raising//,0,0
300269,sometimes they can bee too liberal.\\,0,0
300270,,0,1
300276,,0,0
300279,I can't tell what they are,0,0
300280,"I dont really know how to answer, it's the standard politices of both parties, they say one thing and do another//",0,1
300282,"that they don't work with the other party, don't work for the benefit of all\\",0,0
300289,They're basically the republican party now. I feel like the two major parties are the same now.//The differences are window dressing. Donald Trump isn't a republican. The whole political system is a joke.//I don't feel that they will change anything positively. it's the elite. The limousine liberal party. I don't beleive that they are the party of the people.//,0,1
300297,Foreign policy - they need to get a little stronge in foreign policy//running government with more efficiency,0,0
300299,nothing specific but both are pros and cons,0,1
300312,"the fact they are still in bed with big business, wall street//",0,1
300313,The Democratic party is out to destroy the Constitution.  And I think if Hillary is elected we can say goodbye to this country as we know it.,0,0
300317,,0,1
300322,,0,0
300325,,0,1
300326,"the inclusion of money in politics because it takes the voice of the people away from, I feel that it handled itself dishonorly during the primary where it robbed Birny Sanders to run equally against Hilliary Clinton//",0,1
300327,,0,0
300333,dont keep people a choice to work for a living//or they should use community stuff for food stamps and medicaid//,0,1
300334,since obama has been in office his stand on gay rights and gay marriages//,0,1
300335,Some are against right to have guns & some appear to be against white people//,0,1
300336,,0,0
300339,sometimes they get cut up on the retoric of the repuclican agenda//,0,1
300343,they say to many things that they claim to be important to them and they don't get done\\,0,1
300344,They seem fixated on gun control and this is a waste of time.,0,1
300352,their employment or job ideas\\,0,0
300360,,0,1
300364,don't like their stand on abortion//,0,0
300371,more light needs to be shed on transgender issues it has been touched up on but not enough is being done//I think there also needs to be a stronger movement make the judicial system bias towards people of color//,0,1
300375,,0,0
300376,i feel like they are too comprosmising//they don't get much done//,0,1
300377,,0,0
300386,,0,0
300389,,0,1
300398,,0,1
300403,,0,0
300404,THINK THAT HAVING HIGH EXPECTATIONS FOR CHANGE THERE HAS BEEN SHORT COMINGS OF THE EXECUTION OF THOSE IDEAS AND PLANS/ IDEALISM BUT EXECTION AND DELIVERY NOT ALWAYS THROUGHLY DELIVERED,0,1
300406,,0,1
300408,drifting toward socalilsm/,0,0
300423,they are too liberal//,0,0
300424,,0,0
300434,,0,0
300437,"maybe too leiiiiiiiiienet on foreign policies, too laid back, i don't know how financilaly sound the plans are\\",0,0
300448,,0,0
300450,anti second ammendment stance,0,1
300454,,0,0
300456,,0,1
300458,they charge hgh taxes in businesses and that is what have affected our jobs,0,0
300460,,0,1
300482,They're views currently don't align with mine for this election. //,0,1
300488,,0,0
300493,,0,0
300495,,0,1
300499,The Democratic Party might misappropriate funds for instance people take advantage of certain public policies due to wholes in the policy like welfare//,0,1
300500,take away our rights as citzen,0,0
300504,,0,0
300534,dont agree with big government spending should be spending at a state level instead of a federal level,0,0
300540,"THEY SUPPORT SAME SEX MARRIAGE, THEY SUPPORT ABORTION",0,0
300541,They don't set high enough standards for government assistance//,0,0
300542,,0,1
300545,"I don't understand why they can't campaign better. Uh, why don't they call the Republican party on these issues - like women's healthcare, social security, medicare or whatever. It seems like the Republicans' are just better at snowing the public and it seems to me there would be a way the Democratic party, the DNC, could counter these things with truth. And they don't seem to do it. The Republicans have been successful I think in appealing to people's basist instincts, that is the idea that the poor and the barely making it and so on are worthless are lazy are stupid are whatever. And, I know many people who say 'while I don't want to give all this welfare to these naredewells...' and that is so wrong. I worked in public healthcare for [REDACTED TIME DETAILS] and I know how hard it is; how it is not a level playing field for those who suffer any of the things that can bring a person down. And I think schools, and the whole education system has been designed to keep the blacks down, and the minorities. A shirttail relative",0,1
300547,,0,0
300549,,0,0
300554,some of the election finance/not enough progress modifying election laws,0,1
300558,"they dont often follow thru with policays relating to the above subjects listed in the last section, decriminalzation of marjiuana",0,1
300559,stand on gun control// getting away from basic ... abandoning their principles//,0,1
300566,,0,0
300574,too much socialism coming in. Becoming too socialistic. We have a lot of people to take care of and never had to before. \\,0,0
300575,qualifications//,0,0
300578,,0,0
300581,I think they can be a bit too liberal sometimes.//,0,0
300583,,0,1
300586,"politics, it is shocking to me to find out the electoral votes, its not a equal system, special delegate in the democratic party, its not equal in the two parties",0,0
300587,,0,1
300609,,0,0
300610,That I think that they should straighten Putin up and that Assad I can;'t why the CIA can't get in there and murder him like they did Osama and his family.\\,0,1
300612,,0,0
300620,,0,1
300622,I don't like how wishy washy our representatives are and how it seems ineffective the party seems.//,0,1
300629,,0,1
300632,,0,0
300633,THEIR HISTORY BUDGET DEFICITES//,0,0
300634,,0,1
300637,Because I dont like the laws on certain things like guns//,0,0
300641,,0,1
300642,,0,1
300644,I guess there's too much cover up. It seems that if its not a democrat idea they shut it down without being open minded to see if its good for the people or not.\\,0,0
300655,I don't think they are tough enough on the republicans in Congress specifically.//That's all.,0,1
300656,they're not pro family,0,0
300657,I do not like all the in fighting.//,0,0
300660,,0,0
300674,the way they handle a lot of the policies//,0,0
300675,I don't appreciate them trying to push the LGBT agenda on everyone.  I'm not a big fan of that.,0,0
300676,,0,1
300677,Their knowledge; it's just not there. Throwing them into it is like throwing them into a basket of money. //,0,0
300679,,0,1
300680,,0,0
300693,,0,0
300694,,0,1
300695,,0,1
300702,they do more of the hand out than the hand up you can get to a extrme,0,0
300704,THEIR HANDLINGS WITH THE REPUBLICANS IT'S THEIR WAY OR NO WAY,0,0
300706,I dont like the fact their is not enough checks and balances with our social services they are way to liberal with their spending and I dont like Obama care//,0,1
300709,They want to take our freedom away from us.,0,0
300711,,0,0
300719,,0,1
300724,,0,1
300726,,0,0
300727,,0,0
300731,,0,0
300732,,0,0
300734,representatives of party,0,1
300739,,0,0
300740,,0,1
300743,,0,1
300745,"they stick nose in too much business that has nothing to do with them or should not have anyhting to do with them. //Things that the states should take ownership of, not the democratic party//",0,1
300749,certain democratic elected officials seem to vote more on the republican side. seems like power went to the head.\\,0,1
300751,,0,0
300757,,0,0
300759,,0,0
300766,,0,0
300769,,0,0
300770,"they spend more money operating program than putting money out on street reforms. the democratic leadership is out of touch witht he poor. immigration is the biggest problem, walmart sends millions of dollars daily to some other place.//",0,0
300779,,0,0
300784,,0,0
300789,lack of effective action plans//,0,0
300790,trhey approve gay marriage,0,1
300792,DONT LIKE ECONOMIC POLICIES AND VIEWS AND POLICIES ON HEALTHCARE AND SUCH//,0,0
300795,They seem to not be very organized with things they should be//There's too much disagreement between certain candidates that makes things harder//,0,0
300796,they don't function very well in congress its a 50 50 deal they need to get laws passed in this country and not be in deadlock,0,1
300798,weak-minded,0,1
300799,I THINK THAT WHILE THEY PROVIDE HELP TO THE NEEDY THEY DONT LOOK ENOUGH AT PREVENTION AND THEY DONT LOOK ENOUGH AT PERSONAL RESPONSIBILITY//THEY TEND TO BE PRO CHOICE AND I WOULD TEND TO BE PRO LIFE,0,1
300812,"TEY WANT TO RAISE TAXES, ALTHOUGH THEY MIGHT PROMISE NOT TO,   BUT THEY WILL, OUR COUNTRY IS TXED TOO MUCH NOW, AND THE PEOPLE IN WASHINGTON WHO ARE DEMOCRATS ARE CONSISTENTLY GETTING RAISES AND ENTITLEMENTS AND FREEBEES, IT NEEDS TO BE STOPPED\\  THEY FIND A JOB FOR THEIR FAMILY OR BROTHERS ETC AND QUALIFY GUY LOSES OUT.",0,0
300816,not always the most honest\\,0,1
300819,I dont like that they support raising taxes and this current health care situation.//,0,1
300821,,0,0
300827,,0,1
300831,,0,1
300833,I DON'T LIKE THAT THEY HAVE NOT BEEN ABLE TO FORM A COERENT MESSAGE OR NARRATIVE//,0,1
300839,"it a little abstract but the only way I can put it is they fight for the little guys but sometimes I feel they do it the wrong way//unions for example, democrats are supporters they want to make sure that people have their pensions and insurance later in life//however, if somehow there were ways to help people be more financially responsible earlier in life there'd be less dependency on groups of unions.",0,0
300847,"I feel like they've also lost sight of the big picture, and how much of that is because they are always fighting a rear sight defense and always trying to move past the midparty stonewal and not because it's a detriment to the party and move forward. //",0,1
300850,,0,0
300853,"the party system, that is one of the 2 parties favoritism//",0,1
300855,"strong defense, military issues",0,0
300857,"i thik there needs to welfare reform over all, because too many people are becoming dependant on the system\\i think the tax rate is too high",0,1
300859,,0,0
300860,,0,1
300872,,0,0
300874,,0,0
300875,I think that they don't cross the aisle.  And for good reason.  The Republicans aren't open to working with Democrats either.//,0,1
300881,if you have money in the bank you can't make any interest off of it /years ago you could but if you are on a fixedd income you can't do that now//,0,0
300883,,0,1
300885,"My perception is at times that they are too touchy feely . Yes,, we want to do all of this but there is some reality that you have to take into consideration. So our citizens don't misuse what's offered or given to them.//",0,1
300895,"Maybe they're too liberal in their foreign policy, too much acceptance of foreign regimes,",0,0
300898,,0,1
300901,that they are mostly cowards //,0,1
300906,,0,0
300911,"I THINK THAT THE PARTY LEADERSHIP IS A LITTLE ELITIST, I DON'T AGREE WITH THE DELEGATE SYSTEM, THE WHOLE SCANDAL WITH EMAIL LEAKS, IT'S A LITTE RIGGED IN THE PARTY LEADERSHIP//",0,1
300916,,0,0
300917,Gross misuse of funds//,0,1
300920,They are portrayed to be the party of the people to get the minority votes but they are just another political party to me.,0,1
300921,Few weal candidates running on the Democratic ticket//,0,0
300924,,0,1
300926,"hilllary clinton lack of a good candidate this year//the way they handled the national debt they are spending much more than brining in, lack of accountability..sometimes they are too open, not give out so much handouts without programs to empower people//",0,1
300927,,0,1
300930,,0,0
300931,,0,1
300935,"They are weak. On other end the repub;licans are organized for better or worse. Democrats need to get out and vote and not be afraid to stand up and push for their ideas. Like republicans they aretied to too much campaign finance and lobbyists. Needs to be money out of politics, no more lobbying with money like citizens united that hilary wants to overturn.//I feel like democrats have become slightly more moderate and right leaning than they used to be.//",0,1
300940,Unwilling to work with republicans or to compromise,0,1
300953,,0,1
300963,,0,0
300968,,0,1
300973,,0,1
300976,I think that some times they over reach with monetary programs.,0,1
300994,,0,0
301000,higher taxes. there are making the poor people more poor. //,0,0
301006,They soetimes fight among themselves.//,0,1
301008,making the okayed the gay people to have the rights the ha ve because the bible said thats wrong and God destroyed sodom and gomorrah because of that,0,1
301011,,0,0
301019,"prochoice, more than likely/no",0,1
301020,,0,1
301023,"school lunches are bad, too many budget cuts to school lunches",0,0
301026,"Policy on immigration - it should be more stringent, with a better screening process",0,1
301028,,0,1
301030,Overspending and spending in a way that increases the national rather than working to stabilize it.,0,1
301034,"inability to work with the other party, //",0,1
301043,that obama did not deliver on his promises,0,0
301045,Can't think of an example,0,0
301052,,0,1
301056,,0,0
301059,"allal the bickering//their not getting anything done that needs to be done, the countrys interest is not in the forefrton//",0,0
301060,Sometimes too soft on the issues.//,0,0
301064,,0,1
301065,,0,1
301068,,0,0
301070,,0,1
301073,The politics itself.//,0,1
301075,,0,1
301081,OBAMA CARE//,0,0
301087,,0,0
301089,THEY NEED TO GET IN THE HOUSE,0,1
301096,loopholes in the health care,0,0
301111,too big government.//,0,0
301117,,0,0
301119,the leadership could be stronger and dissapointed that the Email s were hack//,0,1
301129,,0,1
301130,"THAT THERE ARE EXTREMES WITHIN THE PARTY, HOPEFULLY IT WONT DIVIDE THE PARTY DUREING THE ELECTION, LIKE BERNIE AND HILARY\\",0,1
301134,,0,0
301135,"adversarey,",0,1
301139,,0,1
301143,,0,1
301146,,0,0
301147,they all have their hidden agendas,0,1
301148,"think personally theyve helped put this country in to laziness/people want freebies and freebies and nothing else/basically we're raising a generation of people that want the gov't to do everything for them. it wasn't designed to do everything they were designed to rule, govern and protect.  They're too inviolved and have gotten too big. Need to give it back society and they shouldn't have to tell everyone what decisions to make they should be able to make decisions on their own/",0,0
301149,,0,0
301150,,0,1
301155,,0,0
301156,,0,0
301160,,0,1
301162,the direction it's going in//,0,0
301169,,0,0
301170,,0,1
301171,"dont like the socialism , the giveaways all the time//poor manaagement of the national budget//",0,0
301173,,0,0
301184,spend too much money - think government can solve social problems -,0,1
301185,"no backbone, no strenght, easy to fold",0,0
301187,sometimes ty and hepl too munch and give too much money away//,0,1
301193,A lot of them are mostly in it for themselves and when they are not they are blocked from doing anything//,0,1
301194,,0,0
301200,,0,0
301213,,0,1
301215,,0,1
301221,,0,0
301225,How large government has gotten due to us voting Democratic so many years in a row.//,0,0
301228,,0,0
301232,"I don't know i just feel sometimes they are aggressive about certain things, I wish we had stronger leaders in some of the positions.//I wish there was accountablilty in certain this, like the infrastructure, the banks, like wells fargo right now.//",0,1
301234,,0,0
301235,"Theres always open ended on there giving. Many programs but when do they stop getting grants or welfare. Too much, free housing, free education, no end. Where is the end. How will they ever get on their own, need to have limits. So many unemployed people but jobs going overseas. Understandable but when Our own people dont get them where is this money going. It irritates me that other countries are striving ahead but what about ours. Our veterens shpould not be on the streets when we have all these programs. Take the money from programs going to other countries.//",0,1
301237,,0,0
301238,Their expensive budget,0,0
301240,,0,0
301242,,0,0
301245,,0,1
301247,,0,0
301258,"some political tactics that have had devise outputs within geopgrahich regions of american, far left liberals are far disconnected from americna society and fail to see the grey in life//",0,0
301259,,0,0
301268,,0,0
301271,,0,1
301273,,0,0
301276,,0,1
301278,"not strong,party is dishonest",0,0
301280,they are a political party. they have a lot of dealmaking going on which is not right,0,1
301282,,0,0
301293,,0,1
301296,,0,0
301298,I do not like the way they work the foreign pilitics//,0,1
301304,,0,0
301306,They've been a little less than imaginative. We need a little more creativity. And I have grown not to trust the Democratic National Committee at all now. So I won't give them any money. //,0,1
301319,,0,0
301321,,0,0
301322,corruption,0,1
301325,,0,0
301331,nothing specific,0,1
301332,,0,1
301333,DOES NOT REPRESENT ME//,0,1
301338,,0,0
301346,,0,1
301347,race issue not dealt with correctly,0,1
301351,,0,0
301355,I think their inclusiveness gets in their way sometimes.  There are too many people around the table to make decisions.,0,1
301356,Limited in that their limited//,0,1
301370,,0,1
301371,,0,1
301373,cant make any decisions  amongst themselves//too much money in social programs//,0,1
301375,algunos partidos democratas que no se identifican con los hispanos//,0,0
301377,,0,1
301383,,0,0
301384,it used to be they were the war party but they arent anymore//,0,1
301388,,0,1
301389,,0,0
301391,When I start hearing in the news about corrupted things that a party was involved in//,0,0
301393,,0,1
301396,They are the same as the Republicans.  The two parties are working closely together to maintain a status quo.//Making history repeat itself again and again.//,0,1
301399,some aspects of the welfare system//national debt handling//,0,1
301402,sometimes fiscal responsibilities -,0,1
301410,,0,1
301411,"i dont like the increase in taxes, tax the middle class//",0,0
301412,factions within the party too idealistic,0,1
301416,a very judgemental if your opinions do not line up with theirs,0,0
301418,,0,0
301420,,0,0
301421,economy//,0,0
301423,,0,0
301429,,0,1
301434,,0,1
301436,lying,0,1
301439,usually when the Democrats are in things go south for me//,0,0
301442,,0,0
301452,,0,1
301454,to much like republician  now if you take tea bagger they be the same,0,1
301457,the can be more progresive/no,0,1
301458,,0,1
301459,I strongly dislike what happened during the convention this year. It appearss from the outside that there was a lot of corruption. I also dislike that they've swung more to the right over the years.  They seem to be more like Republican-like and they're als fractured because there is the hard left.,0,0
301460,,0,1
301461,,0,0
301464,,0,1
301467,,0,0
301472,,0,1
301474,,0,1
301481,"dont take decisions, no advancement//",0,0
301483,they are supporting more rich people than the poor. I understand//,0,0
301488,,0,0
301491,i feel like they could do a better job in health care\\,0,1
301497,,0,0
301500,,0,1
301501,I think trade policy is weak//,0,0
301511,INCONSISTENT PRINCIPLES//ECONOMICS,0,1
301513,Not anybody was really running for the party (besides Clinton),0,1
301514,,0,0
301515,,0,1
301516,theyare soft//not united//,0,1
301519,vi,0,1
301522,,0,0
301530,,0,0
301533,,0,1
301538,I feel like the Democratic Party is entrenched in one way of being.//,0,1
301541,Hilary Clinton//,0,0
301544,,0,1
301545,The problem is they are trying to help to many people. Somtimes you have to cut the line. You can't please everybody. You have to choose your battles. Can't fight them all//,0,1
301553,,0,0
301556,"Like the republicans to a lesser degree are beholding to big money but not to the degree as the republican party, the outing of the emails from the DMC all weighted in Hilliary's favor and not a fair process but historically those are things that have to beovercome//",0,1
301560,,0,0
301562,"They are letting everybody in the country and they are giving everything away, letting people vote that aren't citizens//",0,0
301564,"SOMETIMES THEY HAVE ALL THESE PROGRAMS THAT ARE VERY WELL INTENDED BUT I DON'T AGREE WITH THE WAY THEY ARE RUN, VERY  ANTI-DRUG LIKE MARIJUANA, WELFARE PROGRAMS SHOULD BE DRUG TESTED AND GOVERNMENT MONEY IS GOING TO PROGRAMS THAT I DON'T APPROVE OF, HOW TO PAY FOR ADDITIONAL PROGRAMS THAT SOUND GREAT",0,1
301567,sometimes it is hard to tell are they republicans or are they democrats\\,0,0
301572,,0,0
301580,,0,1
301583,they don't help the lowest of income people or the poorest of people,0,0
301584,i believe there are many aspects where they make statements that investigation would support//,0,1
301589,,0,1
301598,,0,0
301601,,0,0
301602,,0,1
301607,,0,0
301608,no fresh leaders that are stepping up and have a little more fight in them,0,1
301611,"sometimes if just goes too liberal sometimes, I cant really articulate that thought, its more of a feeling. certain stances on abortion are a little too pro choice, i fee there should be a few more restriciation on abortion than many demorcarates have.//",0,1
301612,,0,0
301617,,0,1
301623,I think they are a little bit too conservative on the economic side.//,0,0
301624,i think one fo the things that troubles me is that they feel they have to win in ordefr t6o keep prgressing with all the initatives of obama,0,1
301628,,0,0
301629,,0,0
301631,,0,0
301633,,0,0
301634,,0,0
301637,,0,0
301645,,0,1
301648,,0,0
301649,,0,1
